,feature,size
210,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2010', 'ci.person_id', '=', '1444190']",66.0
211,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2012', 'ci.person_id', '>', '3167797', 'ci.role_id', '>', '9']",398877.0
212,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1963', 'mi.info_type_id', '=', '7']",978931.0
213,"['mk.keyword_id', '>', '537']",3850155.0
214,"['mk.keyword_id', '>', '24626']",761349.0
215,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '2013', 'ci.person_id', '=', '2279790', 'ci.role_id', '>', '1', 'mi.info_type_id', '>', '16']",21.0
216,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '<', '9969', 'mc.company_type_id', '>', '1']",386728.0
217,"['mc.company_id', '=', '155815', 'mc.company_type_id', '>', '1']",2.0
218,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 't.production_year', '<', '1930', 'ci.person_id', '<', '2430524', 'ci.role_id', '<', '5', 'mi_idx.info_type_id', '=', '101']",61122.0
219,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 'mk.keyword_id', '>', '4023']",1532975.0
220,"['mk.keyword_id', '=', '20188']",13.0
221,"['t.id', '=', 'mc.movie_id', 't.production_year', '=', '1984', 'mc.company_type_id', '>', '1']",10074.0
222,"['ci.person_id', '=', '1698775']",1541.0
223,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 'mi.info_type_id', '>', '3', 'mi_idx.info_type_id', '>', '100']",3825225.0
224,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2013', 'mk.keyword_id', '<', '807']",1780780.0
225,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '2012', 'mk.keyword_id', '=', '7899']",9.0
226,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mi.info_type_id', '=', '7', 'mk.keyword_id', '<', '27710']",11015789.0
227,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '109110']",111.0
228,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2010', 'ci.person_id', '<', '1773628', 'ci.role_id', '<', '4']",736890.0
229,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2011', 'mc.company_type_id', '>', '1']",813282.0
230,"['mc.company_id', '>', '292']",2189320.0
231,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mi.info_type_id', '>', '4', 'mk.keyword_id', '>', '8807']",81522046.0
232,"['ci.person_id', '>', '770027']",28344388.0
233,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2004', 'mk.keyword_id', '<', '968']",4400.0
234,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1966']",205572.0
235,"['ci.person_id', '=', '1978384', 'ci.role_id', '>', '1']",17.0
236,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2008', 'mi.info_type_id', '>', '16', 'mk.keyword_id', '=', '947']",226.0
237,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '<', '2742753', 'mk.keyword_id', '<', '86868']",151140300.0
238,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '2', 'mi_idx.info_type_id', '>', '100']",210140.0
239,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '2001', 'ci.person_id', '<', '2309119', 'ci.role_id', '>', '2']",3593465.0
240,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '2', 't.production_year', '>', '2012', 'mi.info_type_id', '=', '3']",43544.0
241,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2010', 'ci.person_id', '>', '571589', 'ci.role_id', '<', '4']",2027239.0
242,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2008', 'ci.person_id', '<', '1345180', 'ci.role_id', '>', '2', 'mk.keyword_id', '<', '3600']",7742121.0
243,"['ci.person_id', '=', '773665']",28.0
244,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2010', 'mi.info_type_id', '=', '16', 'mk.keyword_id', '>', '1770']",23037653.0
245,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '=', '13114', 'mc.company_type_id', '>', '1', 'mk.keyword_id', '>', '335']",10750.0
246,"['mk.keyword_id', '<', '989']",1015027.0
247,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '=', '7511']",3618.0
248,"['mc.company_id', '=', '107606', 'mc.company_type_id', '>', '1']",2.0
249,"['ci.person_id', '=', '2291780', 'ci.role_id', '>', '1']",232.0
250,"['mk.keyword_id', '<', '26617']",3814200.0
251,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '>', '4', 'mk.keyword_id', '<', '12651']",144340537.0
252,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '2002', 'mk.keyword_id', '<', '22407']",1411403.0
253,"['mc.company_id', '=', '147114', 'mc.company_type_id', '>', '1']",1.0
254,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '3', 't.production_year', '>', '2000', 'mi.info_type_id', '<', '6', 'mi_idx.info_type_id', '>', '99']",462146.0
255,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2005', 'mk.keyword_id', '<', '15222']",257019.0
256,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '70577', 'mc.company_type_id', '>', '1']",589015.0
257,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '=', '1079095', 'ci.role_id', '<', '4']",4653.0
258,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2002', 'ci.person_id', '>', '1123067', 'ci.role_id', '=', '1', 'mk.keyword_id', '=', '355']",825.0
259,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1993', 'ci.person_id', '>', '3513672', 'ci.role_id', '>', '2']",809109.0
260,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '1957', 'mi.info_type_id', '>', '107', 'mk.keyword_id', '<', '763']",271.0
261,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 'ci.person_id', '>', '433905', 'ci.role_id', '=', '2']",4601107.0
262,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1980', 'ci.person_id', '=', '3395328']",1.0
263,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '=', '1995', 'ci.person_id', '<', '2735711']",5578936.0
264,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1962']",2146559.0
265,"['ci.person_id', '=', '1693497']",189.0
266,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '29029']",3879219.0
267,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1997', 'mc.company_id', '<', '573', 'mk.keyword_id', '>', '169']",453812.0
268,"['ci.person_id', '<', '3974438', 'ci.role_id', '<', '3']",20122661.0
269,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1981', 'mi_idx.info_type_id', '=', '101']",1061388.0
270,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mi_idx.info_type_id', '>', '101', 'mk.keyword_id', '<', '2962']",12982.0
271,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '<', '6']",138144.0
272,"['mk.keyword_id', '>', '8450']",1702796.0
273,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '6417']",1975546.0
274,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '2009', 'ci.person_id', '>', '3077401']",1529752.0
275,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1982', 'mi_idx.info_type_id', '=', '101']",342850.0
276,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1987', 'mi.info_type_id', '<', '16', 'mi_idx.info_type_id', '>', '99']",5366470.0
277,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '=', '29231']",1375.0
278,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '3', 't.production_year', '<', '2011']",1764098.0
279,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mk.keyword_id', '=', '1806']",1198.0
280,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '<', '16', 'mk.keyword_id', '<', '3662']",46969782.0
281,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2010', 'mi_idx.info_type_id', '=', '99']",183512.0
282,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '14035']",2459.0
283,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2010', 'mi_idx.info_type_id', '>', '99']",36630.0
284,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '>', '3551492', 'mi.info_type_id', '<', '16']",31186048.0
285,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1992', 'mi.info_type_id', '=', '1']",86803.0
286,"['mk.keyword_id', '<', '15313']",3323065.0
287,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1991', 'mc.company_type_id', '<', '2', 'mi_idx.info_type_id', '>', '99']",476374.0
288,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2012', 'mi.info_type_id', '<', '4']",130243.0
289,"['ci.person_id', '>', '401674']",32068920.0
290,"['ci.person_id', '>', '1616659', 'ci.role_id', '=', '9']",886298.0
291,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '1965']",3122397.0
292,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '<', '329']",644621.0
293,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '57842']",16109614.0
294,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1986', 'mc.company_type_id', '<', '2']",90380.0
295,"['mk.keyword_id', '=', '1574']",1963.0
296,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1990', 'mc.company_id', '>', '68', 'mc.company_type_id', '=', '2']",773989.0
297,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '598']",2037356.0
298,"['mk.keyword_id', '>', '1141']",3411549.0
299,"['ci.person_id', '<', '472019', 'ci.role_id', '=', '1']",3515910.0
300,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '0', 'mi.info_type_id', '>', '1']",13043401.0
301,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '2539864', 'ci.role_id', '=', '10']",3375523.0
302,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '1981']",22520943.0
303,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '2010', 'mc.company_id', '<', '83149']",3550611.0
304,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '>', '1709', 'mc.company_type_id', '>', '1']",7331933.0
305,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mi_idx.info_type_id', '<', '101', 'mk.keyword_id', '=', '49387']",26.0
306,"['t.kind_id', '=', '1', 't.production_year', '>', '1961']",460703.0
307,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 'ci.person_id', '<', '2508147']",92581582.0
308,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '18722', 'mc.company_type_id', '=', '1']",2246.0
309,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '514988', 'ci.role_id', '>', '1']",1476762.0
310,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1996']",1548281.0
311,"['ci.person_id', '>', '2881352', 'ci.role_id', '<', '10']",4794206.0
312,"['mk.keyword_id', '>', '118428']",18493.0
313,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1999', 'ci.person_id', '<', '7827', 'mi_idx.info_type_id', '<', '100']",8756.0
314,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '1963', 'ci.person_id', '>', '112321', 'ci.role_id', '=', '3']",49997.0
315,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2005', 'mi_idx.info_type_id', '<', '101']",289372.0
316,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '<', '36078', 'mc.company_type_id', '>', '1']",14812516.0
317,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2009', 'mi_idx.info_type_id', '>', '100']",11483.0
318,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2012', 'mc.company_type_id', '=', '2']",15548467.0
319,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '<', '145', 'mi.info_type_id', '>', '16']",1324326.0
320,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2012', 'mi.info_type_id', '<', '16', 'mi_idx.info_type_id', '=', '100']",11440.0
321,"['mk.keyword_id', '>', '15572']",1188597.0
322,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '1974', 'mi.info_type_id', '<', '8']",48021.0
323,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '11525', 'mc.company_type_id', '=', '1', 'mk.keyword_id', '=', '2762']",3649.0
324,"['ci.person_id', '<', '1116802', 'ci.role_id', '>', '1']",3171363.0
325,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '2', 't.production_year', '>', '1953']",2286276.0
326,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '3778']",134282823.0
327,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_type_id', '=', '1', 'mk.keyword_id', '=', '11414']",3220.0
328,"['mk.keyword_id', '>', '1074']",3451782.0
329,"['t.kind_id', '>', '2', 't.production_year', '<', '1940']",331.0
330,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '2351768']",13224143.0
331,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '<', '11151']",1249354.0
332,"['mk.keyword_id', '<', '73123']",4366810.0
333,"['ci.person_id', '<', '484014', 'ci.role_id', '<', '4']",3995992.0
334,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2003', 'ci.role_id', '>', '1', 'mi_idx.info_type_id', '<', '101']",3069504.0
335,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 'ci.person_id', '=', '3436941']",9.0
336,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '57979']",271951.0
337,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '5461']",2382250.0
338,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 'mi.info_type_id', '=', '6', 'mi_idx.info_type_id', '=', '99']",141702.0
339,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1978', 'mi_idx.info_type_id', '=', '100']",76845.0
340,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1983', 'ci.person_id', '>', '1245736']",3719073.0
341,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '=', '2008', 'ci.person_id', '>', '3888520']",215035.0
342,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '=', '2565985', 'ci.role_id', '>', '3']",243.0
343,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2005', 'ci.role_id', '=', '1', 'mi.info_type_id', '<', '18']",28649523.0
344,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '2010', 'mk.keyword_id', '=', '1135']",253.0
345,"['ci.person_id', '=', '672023', 'ci.role_id', '<', '3']",217.0
346,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '>', '1896']",459905164.0
347,"['mk.keyword_id', '=', '1964']",833.0
348,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2010', 'mk.keyword_id', '>', '980']",310556.0
349,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2007', 'mk.keyword_id', '>', '4963']",19924696.0
350,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1998']",526149.0
351,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '3', 't.production_year', '=', '2013', 'mi_idx.info_type_id', '=', '100']",1990.0
352,"['mk.keyword_id', '=', '65286']",3.0
353,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1929', 'mi_idx.info_type_id', '>', '99']",618627.0
354,"['mk.keyword_id', '=', '28652']",5.0
355,"['ci.person_id', '=', '1941380']",431.0
356,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '85085', 'mc.company_type_id', '=', '2', 'mi.info_type_id', '>', '3']",23.0
357,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '<', '17649', 'mc.company_type_id', '<', '2']",1109275.0
358,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '4', 't.production_year', '>', '1999', 'mk.keyword_id', '=', '117']",1515.0
359,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '908820']",9236131.0
360,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1999', 'mi.info_type_id', '=', '7']",11667.0
361,"['ci.person_id', '=', '1737040', 'ci.role_id', '<', '10']",5753.0
362,"['ci.person_id', '<', '2328644', 'ci.role_id', '=', '4']",1356797.0
363,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mc.company_id', '<', '6158', 'mc.company_type_id', '<', '2']",877195.0
364,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '>', '162297', 'mk.keyword_id', '=', '12015']",782.0
365,"['ci.person_id', '<', '997382']",10151637.0
366,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2005', 'mc.company_id', '>', '923', 'mc.company_type_id', '=', '1', 'mk.keyword_id', '<', '3921']",382751.0
367,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2012', 'mc.company_type_id', '=', '2']",28304.0
368,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2011', 'mc.company_id', '=', '8558']",465.0
369,"['ci.person_id', '<', '2463868']",24020121.0
370,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1997', 'ci.person_id', '>', '812563', 'ci.role_id', '=', '1', 'mi_idx.info_type_id', '>', '100']",1168313.0
371,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '<', '72875', 'ci.role_id', '>', '10']",649258.0
372,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2006', 'ci.person_id', '=', '28337']",1378.0
373,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1996', 'mi_idx.info_type_id', '=', '101']",21416.0
374,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '1027677', 'ci.role_id', '<', '9']",20627717.0
375,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '>', '387934', 'mi.info_type_id', '=', '7']",28472755.0
376,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '2404186']",23486188.0
377,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1969']",817885.0
378,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2009', 'mc.company_id', '=', '115', 'mc.company_type_id', '=', '1']",70.0
379,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.person_id', '=', '593880', 'ci.role_id', '=', '1', 'mi_idx.info_type_id', '>', '99']",124.0
380,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '2438']",895.0
381,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1987']",2240036.0
382,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2006']",3144975.0
383,"['mk.keyword_id', '<', '3546']",2001622.0
384,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1955', 'ci.person_id', '<', '1845692', 'ci.role_id', '<', '4']",15517365.0
385,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '64207', 'ci.role_id', '>', '2']",153664.0
386,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '3', 'ci.role_id', '<', '2']",7793841.0
387,"['ci.person_id', '=', '2008854', 'ci.role_id', '>', '3']",1.0
388,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2012', 'mc.company_id', '>', '44262', 'mc.company_type_id', '<', '2']",2726.0
